"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.502115211E0,-3.525365591E-1,-1.885771751E0,-1.145111322E-1,1.921855854E0
2.512114077E0,-3.405036628E-1,-1.944529533E0,-9.526365995E-2,1.976414181E0
2.522112943E0,-3.188021779E-1,-2.051141739E0,-8.528280258E-2,2.077520257E0
2.532111743E0,-3.522482514E-1,-2.119467735E0,-5.135804415E-2,2.149153312E0
2.542110609E0,-3.328270614E-1,-2.230909348E0,-1.777565479E-2,2.255669822E0
2.552109475E0,-3.344317675E-1,-2.277787209E0,-4.143714905E-3,2.302211186E0
2.562108341E0,-3.282013535E-1,-2.252868652E0,-2.230840921E-2,2.276758871E0
2.572107207E0,-3.284573257E-1,-2.163355827E0,-2.878963947E-3,2.188150118E0
2.582106073E0,-2.850294709E-1,-2.090659142E0,8.405804634E-3,2.110016138E0
2.592104939E0,-2.913631797E-1,-2.013229370E0,-3.016591072E-4,2.034203798E0
2.602103805E0,-2.529983819E-1,-1.928795815E0,4.141747952E-3,1.945322243E0
2.612102605E0,-2.207980454E-1,-1.897533417E0,-1.068723202E-2,1.910366211E0
2.622101438E0,-1.943351328E-1,-1.730203629E0,1.394748688E-3,1.741083767E0
2.632100238E0,-1.610791981E-1,-1.529658318E0,-9.298324585E-6,1.538116080E0
2.642098971E0,-1.471468806E-1,-1.331743240E0,-2.387225628E-3,1.339849977E0
2.652097704E0,-1.230040863E-1,-1.095690727E0,-3.097116947E-3,1.102577783E0
2.662096437E0,-9.849441797E-2,-9.124898911E-1,-1.642125845E-2,9.179371489E-1
2.672095103E0,-8.296908438E-2,-7.389745712E-1,-2.787005901E-2,7.441397893E-1
2.682093836E0,-5.726363510E-2,-5.368261337E-1,-4.178225994E-2,5.414860839E-1
2.692092569E0,-3.104958683E-2,-2.844648361E-1,-4.594409466E-2,2.898192189E-1
2.702091302E0,-4.602812231E-3,2.291297913E-2,-2.618122101E-2,3.509482620E-2
2.712090035E0,-4.485987127E-3,2.703266144E-1,-4.773098230E-2,2.745448036E-1
2.722088801E0,3.141365945E-3,4.961128235E-1,-6.040340662E-2,4.997863277E-1
2.732087567E0,-7.546909153E-3,7.409725189E-1,-5.672377348E-2,7.431788588E-1
2.742086333E0,4.734627903E-3,8.804502487E-1,-7.263320684E-2,8.834538131E-1
2.752085033E0,2.563932538E-2,1.084518433E0,-4.332256317E-2,1.085686166E0
2.762083799E0,1.920747012E-2,1.283733368E0,-6.523191929E-2,1.285533154E0
2.772082565E0,3.138941526E-2,1.540360451E0,-5.906212330E-2,1.541811904E0
2.782081265E0,2.606441453E-2,1.732239723E0,-7.551968098E-2,1.734081035E0
2.792080031E0,2.986701950E-2,1.876172543E0,-7.878011465E-2,1.878063299E0
2.802078797E0,3.100705892E-2,2.003260136E0,-9.039384127E-2,2.005538246E0
2.812077563E0,4.608692229E-2,2.060873985E0,-8.599460125E-2,2.063182168E0
2.822076329E0,4.129859433E-2,2.151924133E0,-7.788884640E-2,2.153729259E0
2.832075095E0,5.025047436E-2,2.266855240E0,-1.041577458E-1,2.269803213E0
2.842073861E0,2.963577583E-2,2.353044510E0,-1.259241104E-1,2.356597892E0
2.852072627E0,3.990143538E-2,2.362600327E0,-1.358053088E-1,2.366836604E0
2.862071327E0,4.974683374E-2,2.365014076E0,-1.213948429E-1,2.368650045E0
2.872070093E0,5.704480782E-2,2.307558060E0,-1.141444445E-1,2.311083569E0
2.882068859E0,4.485102743E-2,2.187859535E0,-1.186777353E-1,2.191534934E0
2.892067559E0,6.131196767E-2,2.130426407E0,-1.107988954E-1,2.134186549E0
2.902066325E0,5.576733500E-2,2.099351406E0,-1.074610353E-1,2.102839555E0
2.912065091E0,5.677424744E-2,2.008432865E0,-8.725225925E-2,2.011128749E0
2.922063791E0,7.878076285E-2,1.872000217E0,-9.608435631E-2,1.876119246E0
2.932062557E0,6.621704996E-2,1.716415405E0,-9.283596277E-2,1.720199133E0
2.942061323E0,5.759579688E-2,1.462673187E0,-6.048595905E-2,1.465055862E0
2.952060089E0,5.791362748E-2,1.232862473E0,-2.590209246E-2,1.234493735E0
2.962058855E0,4.986030608E-2,1.062881470E0,-1.786667109E-2,1.064200304E0
2.972057621E0,4.369360209E-2,9.000720978E-1,-1.721388102E-2,9.012964161E-1
2.982056387E0,2.993899584E-2,7.013359070E-1,7.379293442E-3,7.020134271E-1
2.992055153E0,4.026654363E-2,4.331512451E-1,4.127514362E-2,4.369725771E-1
3.002053853E0,1.599302888E-2,1.892166138E-1,6.781804562E-2,2.016382682E-1
3.012052619E0,2.192476392E-2,-1.194047928E-1,9.633105993E-2,1.549770077E-1
3.022051352E0,2.711531520E-2,-3.394880295E-1,1.023548841E-1,3.556176103E-1
3.032050018E0,1.464548707E-2,-5.237483978E-1,1.217054725E-1,5.379024972E-1
3.042048751E0,8.482582867E-3,-7.320299149E-1,1.518293619E-1,7.476576125E-1
3.052047484E0,-7.983684540E-3,-9.212408066E-1,1.639444828E-1,9.357489815E-1
3.062046217E0,6.079100072E-3,-1.132117271E0,1.793885231E-1,1.146257700E0
3.072044950E0,-2.595897764E-2,-1.371838570E0,1.688835621E-1,1.382438638E0
3.082043683E0,-4.857953638E-2,-1.592493057E0,1.860082746E-1,1.604055232E0
3.092042416E0,-4.735437781E-2,-1.736618042E0,1.901462078E-1,1.747638476E0
3.102041149E0,-6.289001554E-2,-1.835293770E0,1.909059286E-1,1.846267437E0
3.112039815E0,-3.522205353E-2,-1.893326759E0,2.006924748E-1,1.904259510E0
3.122038548E0,-6.249934435E-2,-2.001703262E0,1.618080735E-1,2.009204811E0
3.132037314E0,-7.294014096E-2,-2.095774651E0,1.747790575E-1,2.104314465E0
3.142036014E0,-1.023884416E-1,-2.194686890E0,1.704365611E-1,2.203674785E0
3.152034780E0,-1.218171418E-1,-2.262490273E0,1.346254945E-1,2.269763352E0
3.162033546E0,-1.332306564E-1,-2.246490479E0,1.395439506E-1,2.254759941E0
3.172032246E0,-1.400868893E-1,-2.158576012E0,1.261656880E-1,2.166793141E0
3.181429961E0,-1.284003854E-1,-2.065792084E0,1.159607768E-1,2.073024480E0
3.191428727E0,-1.104368642E-1,-1.977730751E0,1.017891169E-1,1.983425383E0
3.201427493E0,-8.183708787E-2,-1.911144257E0,9.300208092E-2,1.915155102E0
3.211426259E0,-9.371581674E-2,-1.801424026E0,8.927011490E-2,1.806067643E0
3.221425025E0,-6.518937647E-2,-1.686953545E0,7.110440731E-2,1.689709369E0
3.231423791E0,-6.897753477E-2,-1.476166725E0,5.496543646E-2,1.478799276E0
3.241422557E0,-3.494966030E-2,-1.246330261E0,5.259752274E-2,1.247929124E0
3.251421257E0,-3.549136221E-2,-1.042976379E0,2.998226881E-2,1.044010681E0
3.261420023E0,-5.094896257E-2,-8.780937195E-1,6.234884262E-3,8.795926618E-1
3.271418789E0,-7.815371454E-2,-6.829090118E-1,-8.766353130E-3,6.874224105E-1
3.281417489E0,-9.485775232E-2,-5.237607956E-1,-2.737975121E-2,5.329850044E-1
3.291416255E0,-9.830643237E-2,-2.857589722E-1,-7.100504637E-2,3.104256134E-1
3.301415021E0,-1.098565012E-1,-7.171630859E-3,-1.033426523E-1,1.509953209E-1
3.311413787E0,-1.339648217E-1,2.449502945E-1,-1.173049212E-1,3.028327339E-1
3.321412553E0,-1.685869396E-1,4.753789902E-1,-1.634209156E-1,5.302010337E-1
3.331411319E0,-2.040443122E-1,6.673278809E-1,-1.985623240E-1,7.255257256E-1
3.341410085E0,-2.087239027E-1,8.567371368E-1,-2.297764421E-1,9.112416817E-1
3.351408851E0,-2.444598526E-1,1.019682884E0,-2.807920575E-1,1.085521987E0
3.361407584E0,-2.770696580E-1,1.204119682E0,-3.438915014E-1,1.282549480E0
3.371406384E0,-3.156169951E-1,1.465227127E0,-3.751828671E-1,1.545078252E0
3.381405284E0,-3.249087632E-1,1.654706955E0,-3.928120136E-1,1.731450862E0
3.391404184E0,-3.197852969E-1,1.772563457E0,-4.063830376E-1,1.846453633E0
3.401403150E0,-3.189848363E-1,1.902629852E0,-4.613586068E-1,1.983583486E0
3.411402150E0,-2.751910090E-1,2.023320675E0,-4.766525626E-1,2.096843893E0
3.421401150E0,-2.659417391E-1,2.105801582E0,-4.672443271E-1,2.173348240E0
3.431400150E0,-2.714363337E-1,2.217050552E0,-5.171595216E-1,2.292693788E0
3.441399216E0,-2.899626195E-1,2.306732178E0,-5.402300358E-1,2.386826377E0
3.451398282E0,-3.122646809E-1,2.324624062E0,-5.552201867E-1,2.410322741E0
3.461397348E0,-3.329800069E-1,2.265925407E0,-5.502086282E-1,2.355424202E0
3.471396414E0,-3.440068662E-1,2.212154388E0,-5.534459352E-1,2.306137499E0
3.481395480E0,-3.467464149E-1,2.101201534E0,-5.518996119E-1,2.199971397E0
3.491394546E0,-3.527264595E-1,2.038401127E0,-5.365032554E-1,2.137131454E0
3.501393546E0,-3.283975422E-1,2.014192104E0,-5.383220315E-1,2.110593610E0
3.511392612E0,-3.172936141E-1,1.942285061E0,-5.099046230E-1,2.033014811E0
3.521391678E0,-3.056989312E-1,1.815438747E0,-5.260764360E-1,1.914686945E0
3.531390678E0,-2.705765963E-1,1.621536255E0,-4.871420860E-1,1.714613348E0
3.541389744E0,-2.939519882E-1,1.429973602E0,-4.985873699E-1,1.542667054E0
3.551388810E0,-3.334980011E-1,1.154501915E0,-4.887534976E-1,1.297295483E0
3.561387876E0,-3.505494595E-1,9.556264877E-1,-4.593684673E-1,1.116748090E0
3.571386942E0,-3.752431870E-1,8.143148422E-1,-4.431434274E-1,1.000146094E0
3.581386008E0,-3.777776062E-1,6.420507431E-1,-4.446551204E-1,8.675616708E-1
3.591385074E0,-3.855770230E-1,3.551883698E-1,-4.103394747E-1,6.657378637E-1
3.601384140E0,-3.633098006E-1,8.527374268E-2,-3.724137545E-1,5.272168690E-1
3.611383140E0,-3.802558780E-1,-1.868600845E-1,-3.238269091E-1,5.332683105E-1
3.621382206E0,-3.792271316E-1,-4.301242828E-1,-3.198180795E-1,6.565848917E-1
3.631381272E0,-3.695583344E-1,-5.966577530E-1,-2.865682840E-1,7.580865505E-1
3.641380272E0,-3.510420322E-1,-7.702817917E-1,-2.841249108E-1,8.929118165E-1
3.651379338E0,-3.407303095E-1,-9.534120560E-1,-2.383998632E-1,1.040156809E0
3.661378371E0,-3.294658363E-1,-1.215552330E0,-2.575596571E-1,1.285477414E0
3.671377404E0,-3.223106861E-1,-1.415420532E0,-2.264409661E-1,1.469208962E0
3.681376337E0,-3.191377521E-1,-1.620000839E0,-1.753967404E-1,1.660426343E0
3.691375203E0,-3.147584200E-1,-1.783702850E0,-1.636538506E-1,1.818639960E0
3.701374069E0,-2.924979925E-1,-1.873094559E0,-1.416780353E-1,1.901081526E0
3.711372902E0,-2.812581956E-1,-1.871469498E0,-1.289736032E-1,1.896875970E0
3.721371668E0,-2.619903684E-1,-1.994354248E0,-1.020941734E-1,2.014078211E0
3.731370468E0,-2.424925715E-1,-2.069405556E0,-7.068705559E-2,2.084763454E0
3.741369201E0,-2.302675694E-1,-2.067957878E0,-5.932879448E-2,2.081584215E0
3.751367867E0,-2.068457007E-1,-2.212680817E0,-7.520538568E-2,2.223600097E0
3.761366600E0,-2.062422037E-1,-2.189983368E0,-5.148094893E-2,2.200275730E0
3.771365333E0,-2.020001709E-1,-2.117109299E0,-7.399755716E-2,2.128011158E0
3.781363999E0,-2.061462700E-1,-2.025188446E0,-5.850440264E-2,2.036493872E0
3.791362732E0,-2.042727172E-1,-1.973924637E0,-5.644369125E-2,1.985268673E0
3.801361465E0,-1.905505359E-1,-1.929782867E0,-3.928643465E-2,1.939565633E0
3.811360198E0,-1.981731504E-1,-1.837743759E0,-2.885627747E-2,1.848623111E0
3.821358931E0,-1.960395128E-1,-1.690640450E0,-2.061468363E-2,1.702093295E0
3.831357664E0,-1.697938740E-1,-1.531554222E0,-3.155988455E-2,1.541260627E0
3.841356397E0,-1.626513302E-1,-1.291100502E0,-2.816295624E-2,1.301610200E0
3.851355163E0,-1.647962332E-1,-1.088967323E0,-1.058888435E-2,1.101417157E0
3.861353863E0,-1.739953607E-1,-9.179973602E-1,-2.439898252E-2,9.346597505E-1
3.871352629E0,-1.611316502E-1,-7.278966904E-1,-2.882510424E-2,7.460749876E-1
3.881351395E0,-1.349794716E-1,-5.321264267E-1,-3.804695606E-2,5.502958864E-1
3.891350095E0,-1.224973053E-1,-3.389720917E-1,-4.146653414E-2,3.628045509E-1
3.901348861E0,-8.709354699E-2,-3.581047058E-2,-3.814667463E-2,1.016014002E-1
3.911347627E0,-5.783558637E-2,2.336711884E-1,-1.904946566E-2,2.414747636E-1
3.921346393E0,-3.258987516E-2,4.909839630E-1,-2.800095081E-2,4.928604317E-1
3.931345159E0,-3.530409932E-2,6.714792252E-1,-1.738965511E-2,6.726314960E-1
3.941343925E0,3.732472658E-3,8.517704010E-1,-3.772914410E-2,8.526137670E-1
3.951342691E0,9.737916291E-3,1.065439224E0,-3.578680754E-2,1.066084548E0
3.961341457E0,1.883212477E-2,1.278965950E0,-4.976338148E-2,1.280072242E0
3.971340157E0,3.097447753E-2,1.497167587E0,-8.172208071E-2,1.499716207E0
3.981338923E0,2.965199575E-2,1.739258766E0,-7.837510109E-2,1.741276243E0
3.991337689E0,3.196129203E-2,1.854374409E0,-9.260576963E-2,1.856960366E0
4.001336389E0,4.022211954E-2,1.962292194E0,-1.096357107E-1,1.965764092E0
4.011335155E0,4.514145479E-2,2.036689281E0,-1.142760515E-1,2.040392118E0
4.021333921E0,7.535649836E-2,2.125490189E0,-1.064035296E-1,2.129485585E0
4.031332621E0,8.491013944E-2,2.219081402E0,-1.008459330E-1,2.222993905E0
4.041331387E0,9.757854789E-2,2.334185123E0,-1.099208593E-1,2.338808320E0
4.051330153E0,7.961013168E-2,2.382210732E0,-1.147063673E-1,2.386299079E0
4.061328919E0,7.216347009E-2,2.336831093E0,-1.153217256E-1,2.340787522E0
4.071327685E0,6.358867884E-2,2.274632454E0,-1.094242334E-1,2.278150562E0
4.081326451E0,6.608948112E-2,2.181276321E0,-1.183429956E-1,2.185483762E0
4.091325217E0,4.395107925E-2,2.123833179E0,-9.116184711E-2,2.126243061E0
4.101323983E0,5.607231334E-2,2.054768085E0,-7.833868265E-2,2.057025264E0
4.111322683E0,4.546199739E-2,1.976090908E0,-6.793212891E-2,1.977780788E0
4.121321449E0,5.844576657E-2,1.849519253E0,-4.578900337E-2,1.851008916E0
4.131320215E0,5.175159872E-2,1.634365082E0,-3.796625137E-2,1.635624922E0
4.141318915E0,5.430603027E-2,1.431176186E0,-1.348024607E-2,1.432269575E0
4.151317648E0,4.920973256E-2,1.235153198E0,2.762484550E-2,1.236441731E0
4.161316381E0,5.309256166E-2,1.036698341E0,5.872428417E-2,1.039716698E0
4.171315114E0,6.097718328E-2,8.788852692E-1,7.448512316E-2,8.841411464E-1
4.181313847E0,5.374211818E-2,6.802911758E-1,7.951670885E-2,6.870278060E-1
4.191312580E0,3.877623379E-2,4.385213852E-1,8.535122871E-2,4.484299653E-1
4.201311313E0,4.008863121E-2,1.774997711E-1,1.209867597E-1,2.185201664E-1
4.211310046E0,3.856427222E-2,-9.317588806E-2,1.239185333E-1,1.597646773E-1
4.221308712E0,3.458134085E-2,-3.304119110E-1,1.377643347E-1,3.596483171E-1
4.231307445E0,4.220299423E-2,-5.102281570E-1,1.483571529E-1,5.330325598E-1
4.241306178E0,2.318572253E-2,-6.757183075E-1,1.462082267E-1,6.917439225E-1
4.251304878E0,4.929930717E-2,-8.484477997E-1,1.601668596E-1,8.648395882E-1
4.261303644E0,4.116327316E-2,-1.114607811E0,1.567735076E-1,1.126331621E0
4.271302410E0,2.271422744E-2,-1.332958221E0,1.813892722E-1,1.345435106E0
4.281301110E0,1.514671743E-2,-1.333448410E0,1.741093397E-1,1.344852463E0
4.291299876E0,1.503832638E-3,-1.693195343E0,1.682540178E-1,1.701535232E0
4.301298642E0,-2.039740235E-2,-1.799246788E0,1.806107163E-1,1.808404072E0
4.311297408E0,-4.090914875E-2,-1.859872818E0,1.490895152E-1,1.866287261E0
4.321296174E0,-5.662445724E-2,-1.968404770E0,1.366826892E-1,1.973956895E0
4.331294940E0,-9.092990309E-2,-2.103247643E0,1.581919789E-1,2.111147459E0
4.341293706E0,-1.071982458E-1,-2.183027267E0,1.322708726E-1,2.189656388E0
4.351292472E0,-1.146123186E-1,-2.183727264E0,1.237426400E-1,2.190231264E0
4.361291172E0,-9.638151526E-2,-2.193934441E0,1.351358891E-1,2.200204407E0
4.371289938E0,-5.979213119E-2,-2.105895042E0,1.352923512E-1,2.111083383E0
4.381288704E0,-5.584229529E-2,-2.003482819E0,1.356181502E-1,2.008843958E0
4.391287404E0,-3.659273684E-2,-1.924650192E0,1.191842556E-1,1.928684079E0
4.401286170E0,-4.065138102E-2,-1.872236252E0,1.284485459E-1,1.877077555E0
4.411284936E0,-4.407602549E-2,-1.810381889E0,9.093558788E-2,1.813200089E0
4.421283702E0,-3.074242175E-2,-1.648111343E0,7.590466738E-2,1.650144726E0
4.431282468E0,-3.363354504E-2,-1.493092537E0,6.043195724E-2,1.494693467E0
4.441281234E0,-5.707439780E-2,-1.227991104E0,2.303558588E-2,1.229532544E0
4.451280000E0,-5.747295916E-2,-1.032341003E0,-9.444713593E-3,1.033982732E0
4.461278800E0,-5.868548155E-2,-8.702449799E-1,-2.748858929E-2,8.726545326E-1
4.471277566E0,-7.136434317E-2,-6.874523163E-1,-3.776818514E-2,6.921777174E-1
4.481276399E0,-7.797858119E-2,-5.239439011E-1,-6.316810846E-2,5.334679752E-1
4.491275299E0,-1.051782072E-1,-3.055458069E-1,-1.088025570E-1,3.409672884E-1
4.501274132E0,-1.268281639E-1,-3.943538666E-2,-1.505881548E-1,2.007917459E-1
4.511273032E0,-1.686283499E-1,1.977968216E-1,-1.857993603E-1,3.195003995E-1
4.521271932E0,-1.915423423E-1,4.468517303E-1,-2.454999089E-1,5.446422157E-1
4.531270765E0,-2.353139073E-1,6.001148224E-1,-2.785165310E-1,7.021979016E-1
4.541269665E0,-2.442095280E-1,7.558383942E-1,-3.225094080E-1,8.572877521E-1
4.551268531E0,-2.728360593E-1,9.643459320E-1,-3.627305627E-1,1.065821774E0
4.561267397E0,-2.802529037E-1,1.168233871E0,-3.845673203E-1,1.261429385E0
4.571266263E0,-2.949499786E-1,1.417818069E0,-4.141386747E-1,1.506225219E0
4.581265129E0,-2.738013864E-1,1.629348755E0,-4.178910255E-1,1.704223422E0
4.591263995E0,-2.672736645E-1,1.790755749E0,-4.468223453E-1,1.864910607E0
4.601262861E0,-2.209978700E-1,1.904364109E0,-4.585307240E-1,1.971216158E0
4.611261661E0,-2.342840433E-1,1.974854946E0,-5.157928467E-1,2.054503184E0
4.621260527E0,-2.461778373E-1,2.069216728E0,-5.157790184E-1,2.146692664E0
4.631259393E0,-2.629916072E-1,2.153935909E0,-5.200848579E-1,2.231388076E0
4.641258193E0,-2.930787802E-1,2.226712704E0,-5.691651106E-1,2.316914664E0
4.651257059E0,-3.164609671E-1,2.263631821E0,-5.667821169E-1,2.354871235E0
4.661255925E0,-3.467024267E-1,2.214517117E0,-5.917405486E-1,2.318285036E0
4.671254791E0,-3.448404372E-1,2.139217854E0,-5.867522955E-1,2.244871089E0
4.681253657E0,-3.532693386E-1,2.040245533E0,-5.607682467E-1,2.145195116E0
4.691252523E0,-3.524944186E-1,2.027753353E0,-5.663741231E-1,2.134669910E0
4.701251389E0,-3.138232529E-1,1.991578102E0,-5.704378486E-1,2.095296568E0
4.711250255E0,-2.833955884E-1,1.948382854E0,-5.542558432E-1,2.045411535E0
4.721249055E0,-2.838982642E-1,1.833418846E0,-5.735020638E-1,1.941887614E0
4.731247921E0,-2.963319123E-1,1.596264839E0,-5.351382494E-1,1.709458097E0
4.741246787E0,-3.373129666E-1,1.347077370E0,-5.588438511E-1,1.496898102E0
4.751245587E0,-3.675828874E-1,1.148200989E0,-5.265583992E-1,1.315578366E0
4.761244420E0,-4.048833251E-1,9.543228149E-1,-4.947916865E-1,1.148686796E0
4.771243220E0,-3.952809572E-1,7.655162811E-1,-4.705411792E-1,9.816675675E-1
4.781241953E0,-3.999651074E-1,5.914363861E-1,-4.391688108E-1,8.382352476E-1
4.791240686E0,-3.852940202E-1,3.937501907E-1,-4.224957228E-1,6.942573950E-1
4.801239419E0,-3.852941096E-1,1.125202179E-1,-3.826304078E-1,5.545433971E-1
4.811238152E0,-3.762178123E-1,-1.804637909E-1,-3.461289406E-1,5.421367592E-1
4.821236885E0,-3.343994319E-1,-3.655452728E-1,-3.181157708E-1,5.887647834E-1
4.831235618E0,-3.312782347E-1,-5.624618530E-1,-2.966648936E-1,7.170206859E-1
4.841234351E0,-3.179618120E-1,-7.139301300E-1,-2.661144733E-1,8.255984843E-1
4.851233084E0,-3.115820885E-1,-8.894271851E-1,-2.409514785E-1,9.727392921E-1
4.861231750E0,-3.076197505E-1,-1.153553009E0,-2.087308764E-1,1.211974849E0
4.871230483E0,-3.155247867E-1,-1.386550903E0,-2.003195882E-1,1.436038731E0
4.881229249E0,-3.035382032E-1,-1.585968018E0,-1.386229992E-1,1.620693163E0
4.891227949E0,-2.833181024E-1,-1.701526642E0,-1.193553805E-1,1.729077143E0
4.901226715E0,-2.640760243E-1,-1.800301552E0,-8.327233791E-2,1.821470863E0
4.911225481E0,-2.486486733E-1,-1.858372688E0,-6.397622824E-2,1.876024565E0
4.921224247E0,-2.156898081E-1,-1.918886185E0,-6.179845333E-2,1.931958936E0
4.931223013E0,-1.919445097E-1,-2.029788971E0,-4.851299524E-2,2.039421357E0
4.941221779E0,-1.691186428E-1,-2.140874863E0,-3.434407711E-2,2.147818849E0
4.951220545E0,-1.644552499E-1,-2.163554192E0,-6.452566385E-2,2.170754668E0
4.961219311E0,-1.659598649E-1,-2.114539146E0,-5.469411612E-2,2.121746904E0
4.971218011E0,-1.805195808E-1,-2.089491844E0,-5.426347256E-2,2.097977123E0
4.981216777E0,-1.669868529E-1,-2.014128685E0,-3.129303455E-2,2.021281332E0
4.991215543E0,-1.463788152E-1,-1.939561844E0,1.853227615E-3,1.945078492E0
5.001214243E0,-1.202102825E-1,-1.901206017E0,4.051703215E-2,1.905433405E0
5.011213009E0,-1.002319828E-1,-1.824835777E0,5.812031031E-2,1.828510332E0
5.021211775E0,-6.981814653E-2,-1.674536705E0,7.845336199E-2,1.677826773E0
